category,subcategory,course_id,course_name,question,answer
Course Data,Masters,MS-5010DC,M.Sc Data Science,Who is the course instructor for the M.Sc Data Science course?,The M.Sc Data Science course is taught by Prof. N. Iyer.
Course Data,Masters,MS-5010DC,M.Sc Data Science,"The course M.Sc Data Science comes under which type: UG, Masters, or PhD?",M.Sc Data Science is a Masters level course.
Admission Data,Masters,MS-5010DC,M.Sc Data Science,How do I apply for the M.Sc Data Science course?,"To apply for M.Sc Data Science, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-5010DC,M.Sc Data Science,Is the M.Sc Data Science course offered full-time or part-time?,The M.Sc Data Science is typically offered full-time; part-time options depend on department policy.
Admission Data,Masters,MS-5D2888,M.Sc Applied AI and Data Science,What documents are required to apply for the M.Sc Applied AI and Data Science course?,Documents required: 10th and 12th mark sheets; Degree certificates (if applicable); Transcripts; Passport-size photos; Valid ID proof (Aadhaar/Passport); Undergraduate degree certificate.
Fees Data,Masters,MS-5D2888,M.Sc Applied AI and Data Science,What is the fee for the M.Sc Applied AI and Data Science course?,The fee for M.Sc Applied AI and Data Science is GBP 14277 per year.
Course Data,Masters,MS-5D2888,M.Sc Applied AI and Data Science,What is the start date and end date for the M.Sc Applied AI and Data Science course?,The M.Sc Applied AI and Data Science starts on 2024-08-15 and ends on 2026-08-15.
Course Data,Masters,MS-5D2888,M.Sc Applied AI and Data Science,What are the modules present in the M.Sc Applied AI and Data Science course?,Modules: Programming Fundamentals; Data Structures and Algorithms; Databases; Operating Systems; Computer Networks; Software Engineering.
Course Data,Masters,MS-5D2888,M.Sc Applied AI and Data Science,What is the course id of the M.Sc Applied AI and Data Science course?,The course id for M.Sc Applied AI and Data Science is MS-5D2888.
Course Data,Masters,MS-5D2888,M.Sc Applied AI and Data Science,Who is the course instructor for the M.Sc Applied AI and Data Science course?,The M.Sc Applied AI and Data Science course is taught by Dr. R. Gupta.
Course Data,Masters,MS-5D2888,M.Sc Applied AI and Data Science,"The course M.Sc Applied AI and Data Science comes under which type: UG, Masters, or PhD?",M.Sc Applied AI and Data Science is a Masters level course.
Admission Data,Masters,MS-5D2888,M.Sc Applied AI and Data Science,How do I apply for the M.Sc Applied AI and Data Science course?,"To apply for M.Sc Applied AI and Data Science, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-5D2888,M.Sc Applied AI and Data Science,Is the M.Sc Applied AI and Data Science course offered full-time or part-time?,The M.Sc Applied AI and Data Science is typically offered full-time; part-time options depend on department policy.
Admission Data,Masters,MS-AB2985,MBA Business Administration,What documents are required to apply for the MBA Business Administration course?,Documents required: 10th and 12th mark sheets; Degree certificates (if applicable); Transcripts; Passport-size photos; Valid ID proof (Aadhaar/Passport); Undergraduate degree certificate.
Fees Data,Masters,MS-AB2985,MBA Business Administration,What is the fee for the MBA Business Administration course?,The fee for MBA Business Administration is GBP 15032 per year.
Course Data,Masters,MS-AB2985,MBA Business Administration,What is the start date and end date for the MBA Business Administration course?,The MBA Business Administration starts on 2024-08-01 and ends on 2026-08-01.
Course Data,Masters,MS-AB2985,MBA Business Administration,What are the modules present in the MBA Business Administration course?,Modules: Organizational Behavior; Strategic Management; Marketing Management; Financial Management; Operations Research.
Course Data,Masters,MS-AB2985,MBA Business Administration,What is the course id of the MBA Business Administration course?,The course id for MBA Business Administration is MS-AB2985.
Course Data,Masters,MS-AB2985,MBA Business Administration,Who is the course instructor for the MBA Business Administration course?,The MBA Business Administration course is taught by Dr. V. Reddy.
Course Data,Masters,MS-AB2985,MBA Business Administration,"The course MBA Business Administration comes under which type: UG, Masters, or PhD?",MBA Business Administration is a Masters level course.
Admission Data,Masters,MS-AB2985,MBA Business Administration,How do I apply for the MBA Business Administration course?,"To apply for MBA Business Administration, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-AB2985,MBA Business Administration,Is the MBA Business Administration course offered full-time or part-time?,The MBA Business Administration is typically offered full-time; part-time options depend on department policy.
Admission Data,Masters,MS-296352,MCA Computer Applications,What documents are required to apply for the MCA Computer Applications course?,Documents required: 10th and 12th mark sheets; Degree certificates (if applicable); Transcripts; Passport-size photos; Valid ID proof (Aadhaar/Passport); Undergraduate degree certificate.
Fees Data,Masters,MS-296352,MCA Computer Applications,What is the fee for the MCA Computer Applications course?,The fee for MCA Computer Applications is GBP 16746 per year.
Course Data,Masters,MS-296352,MCA Computer Applications,What is the start date and end date for the MCA Computer Applications course?,The MCA Computer Applications starts on 2024-09-01 and ends on 2026-09-01.
Course Data,Masters,MS-296352,MCA Computer Applications,What are the modules present in the MCA Computer Applications course?,Modules: Programming Fundamentals; Data Structures and Algorithms; Databases; Operating Systems; Computer Networks; Software Engineering; Research Methods; Industry Project.
Course Data,Masters,MS-296352,MCA Computer Applications,What is the course id of the MCA Computer Applications course?,The course id for MCA Computer Applications is MS-296352.
Course Data,Masters,MS-296352,MCA Computer Applications,Who is the course instructor for the MCA Computer Applications course?,The MCA Computer Applications course is taught by Dr. T. Mehta.
Course Data,Masters,MS-296352,MCA Computer Applications,"The course MCA Computer Applications comes under which type: UG, Masters, or PhD?",MCA Computer Applications is a Masters level course.
Admission Data,Masters,MS-296352,MCA Computer Applications,How do I apply for the MCA Computer Applications course?,"To apply for MCA Computer Applications, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-296352,MCA Computer Applications,Is the MCA Computer Applications course offered full-time or part-time?,The MCA Computer Applications is typically offered full-time; part-time options depend on department policy.
Admission Data,Masters,MS-6A3B50,M.Sc Marine Biology,What documents are required to apply for the M.Sc Marine Biology course?,Documents required: 10th and 12th mark sheets; Degree certificates (if applicable); Transcripts; Passport-size photos; Valid ID proof (Aadhaar/Passport); Undergraduate degree certificate.
Fees Data,Masters,MS-6A3B50,M.Sc Marine Biology,What is the fee for the M.Sc Marine Biology course?,The fee for M.Sc Marine Biology is GBP 17201 per year.
Course Data,Masters,MS-6A3B50,M.Sc Marine Biology,What is the start date and end date for the M.Sc Marine Biology course?,The M.Sc Marine Biology starts on 2024-07-01 and ends on 2026-07-01.
Course Data,Masters,MS-6A3B50,M.Sc Marine Biology,What are the modules present in the M.Sc Marine Biology course?,Modules: Marine Ecology; Oceanography; Marine Conservation; Fisheries Science; Naval Architecture.
Course Data,Masters,MS-6A3B50,M.Sc Marine Biology,What is the course id of the M.Sc Marine Biology course?,The course id for M.Sc Marine Biology is MS-6A3B50.
Course Data,Masters,MS-6A3B50,M.Sc Marine Biology,Who is the course instructor for the M.Sc Marine Biology course?,The M.Sc Marine Biology course is taught by Dr. R. Gupta.
Course Data,Masters,MS-6A3B50,M.Sc Marine Biology,"The course M.Sc Marine Biology comes under which type: UG, Masters, or PhD?",M.Sc Marine Biology is a Masters level course.
Admission Data,Masters,MS-6A3B50,M.Sc Marine Biology,How do I apply for the M.Sc Marine Biology course?,"To apply for M.Sc Marine Biology, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-6A3B50,M.Sc Marine Biology,Is the M.Sc Marine Biology course offered full-time or part-time?,The M.Sc Marine Biology is typically offered full-time; part-time options depend on department policy.
Admission Data,Masters,MS-B71DEA,M.A Economics,What documents are required to apply for the M.A Economics course?,Documents required: 10th and 12th mark sheets; Degree certificates (if applicable); Transcripts; Passport-size photos; Valid ID proof (Aadhaar/Passport); Undergraduate degree certificate.
Fees Data,Masters,MS-B71DEA,M.A Economics,What is the fee for the M.A Economics course?,The fee for M.A Economics is GBP 15786 per year.
Course Data,Masters,MS-B71DEA,M.A Economics,What is the start date and end date for the M.A Economics course?,The M.A Economics starts on 2024-08-15 and ends on 2026-08-15.
Course Data,Masters,MS-B71DEA,M.A Economics,What are the modules present in the M.A Economics course?,Modules: Introduction; Core Concepts; Electives; Project Work; Seminar.
Course Data,Masters,MS-B71DEA,M.A Economics,What is the course id of the M.A Economics course?,The course id for M.A Economics is MS-B71DEA.
Course Data,Masters,MS-B71DEA,M.A Economics,Who is the course instructor for the M.A Economics course?,The M.A Economics course is taught by Dr. E. Santos.
Course Data,Masters,MS-B71DEA,M.A Economics,"The course M.A Economics comes under which type: UG, Masters, or PhD?",M.A Economics is a Masters level course.
Admission Data,Masters,MS-B71DEA,M.A Economics,How do I apply for the M.A Economics course?,"To apply for M.A Economics, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-B71DEA,M.A Economics,Is the M.A Economics course offered full-time or part-time?,The M.A Economics is typically offered full-time; part-time options depend on department policy.
Admission Data,Masters,MS-340ABC,M.Sc Cyber Security,What documents are required to apply for the M.Sc Cyber Security course?,Documents required: 10th and 12th mark sheets; Degree certificates (if applicable); Transcripts; Passport-size photos; Valid ID proof (Aadhaar/Passport); Undergraduate degree certificate.
Fees Data,Masters,MS-340ABC,M.Sc Cyber Security,What is the fee for the M.Sc Cyber Security course?,The fee for M.Sc Cyber Security is GBP 17242 per year.
Course Data,Masters,MS-340ABC,M.Sc Cyber Security,What is the start date and end date for the M.Sc Cyber Security course?,The M.Sc Cyber Security starts on 2024-09-01 and ends on 2026-09-01.
Course Data,Masters,MS-340ABC,M.Sc Cyber Security,What are the modules present in the M.Sc Cyber Security course?,Modules: Programming Fundamentals; Data Structures and Algorithms; Databases; Operating Systems; Computer Networks; Software Engineering.
Course Data,Masters,MS-340ABC,M.Sc Cyber Security,What is the course id of the M.Sc Cyber Security course?,The course id for M.Sc Cyber Security is MS-340ABC.
Course Data,Masters,MS-340ABC,M.Sc Cyber Security,Who is the course instructor for the M.Sc Cyber Security course?,The M.Sc Cyber Security course is taught by Dr. V. Reddy.
Course Data,Masters,MS-340ABC,M.Sc Cyber Security,"The course M.Sc Cyber Security comes under which type: UG, Masters, or PhD?",M.Sc Cyber Security is a Masters level course.
Admission Data,Masters,MS-340ABC,M.Sc Cyber Security,How do I apply for the M.Sc Cyber Security course?,"To apply for M.Sc Cyber Security, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-340ABC,M.Sc Cyber Security,Is the M.Sc Cyber Security course offered full-time or part-time?,The M.Sc Cyber Security is typically offered full-time; part-time options depend on department policy.
Admission Data,Masters,MS-73599B,M.Sc Biotechnology,What documents are required to apply for the M.Sc Biotechnology course?,Documents required: 10th and 12th mark sheets; Degree certificates (if applicable); Transcripts; Passport-size photos; Valid ID proof (Aadhaar/Passport); Undergraduate degree certificate.
Fees Data,Masters,MS-73599B,M.Sc Biotechnology,What is the fee for the M.Sc Biotechnology course?,The fee for M.Sc Biotechnology is GBP 14656 per year.
Course Data,Masters,MS-73599B,M.Sc Biotechnology,What is the start date and end date for the M.Sc Biotechnology course?,The M.Sc Biotechnology starts on 2024-07-01 and ends on 2026-07-01.
Course Data,Masters,MS-73599B,M.Sc Biotechnology,What are the modules present in the M.Sc Biotechnology course?,Modules: Molecular Biology; Genetics; Bioprocess Engineering; Bioinformatics; Cell Biology.
Course Data,Masters,MS-73599B,M.Sc Biotechnology,What is the course id of the M.Sc Biotechnology course?,The course id for M.Sc Biotechnology is MS-73599B.
Course Data,Masters,MS-73599B,M.Sc Biotechnology,Who is the course instructor for the M.Sc Biotechnology course?,The M.Sc Biotechnology course is taught by Prof. H. Kim.
Course Data,Masters,MS-73599B,M.Sc Biotechnology,"The course M.Sc Biotechnology comes under which type: UG, Masters, or PhD?",M.Sc Biotechnology is a Masters level course.
Admission Data,Masters,MS-73599B,M.Sc Biotechnology,How do I apply for the M.Sc Biotechnology course?,"To apply for M.Sc Biotechnology, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-73599B,M.Sc Biotechnology,Is the M.Sc Biotechnology course offered full-time or part-time?,The M.Sc Biotechnology is typically offered full-time; part-time options depend on department policy.
Admission Data,Masters,MS-ADBAF6,M.Des Industrial Design,What documents are required to apply for the M.Des Industrial Design course?,Documents required: 10th and 12th mark sheets; Degree certificates (if applicable); Transcripts; Passport-size photos; Valid ID proof (Aadhaar/Passport); Undergraduate degree certificate.
Fees Data,Masters,MS-ADBAF6,M.Des Industrial Design,What is the fee for the M.Des Industrial Design course?,The fee for M.Des Industrial Design is GBP 12262 per year.
Course Data,Masters,MS-ADBAF6,M.Des Industrial Design,What is the start date and end date for the M.Des Industrial Design course?,The M.Des Industrial Design starts on 2024-08-15 and ends on 2026-08-15.
Course Data,Masters,MS-ADBAF6,M.Des Industrial Design,What are the modules present in the M.Des Industrial Design course?,Modules: Design Theory; Materials and Manufacturing; CAD; Human-Centred Design; Product Development.
Course Data,Masters,MS-ADBAF6,M.Des Industrial Design,What is the course id of the M.Des Industrial Design course?,The course id for M.Des Industrial Design is MS-ADBAF6.
Course Data,Masters,MS-ADBAF6,M.Des Industrial Design,Who is the course instructor for the M.Des Industrial Design course?,The M.Des Industrial Design course is taught by Dr. L. Fernandez.
Course Data,Masters,MS-ADBAF6,M.Des Industrial Design,"The course M.Des Industrial Design comes under which type: UG, Masters, or PhD?",M.Des Industrial Design is a Masters level course.
Admission Data,Masters,MS-ADBAF6,M.Des Industrial Design,How do I apply for the M.Des Industrial Design course?,"To apply for M.Des Industrial Design, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-ADBAF6,M.Des Industrial Design,Is the M.Des Industrial Design course offered full-time or part-time?,The M.Des Industrial Design is typically offered full-time; part-time options depend on department policy.
Admission Data,Masters,MS-CC4599,M.Phil Management Studies,What documents are required to apply for the M.Phil Management Studies course?,Documents required: 10th and 12th mark sheets; Degree certificates (if applicable); Transcripts; Passport-size photos; Valid ID proof (Aadhaar/Passport); Undergraduate degree certificate.
Fees Data,Masters,MS-CC4599,M.Phil Management Studies,What is the fee for the M.Phil Management Studies course?,The fee for M.Phil Management Studies is GBP 12542 per year.
Course Data,Masters,MS-CC4599,M.Phil Management Studies,What is the start date and end date for the M.Phil Management Studies course?,The M.Phil Management Studies starts on 2024-07-15 and ends on 2026-07-15.
Course Data,Masters,MS-CC4599,M.Phil Management Studies,What are the modules present in the M.Phil Management Studies course?,Modules: Organizational Behavior; Strategic Management; Marketing Management; Financial Management; Operations Research.
Course Data,Masters,MS-CC4599,M.Phil Management Studies,What is the course id of the M.Phil Management Studies course?,The course id for M.Phil Management Studies is MS-CC4599.
Course Data,Masters,MS-CC4599,M.Phil Management Studies,Who is the course instructor for the M.Phil Management Studies course?,The M.Phil Management Studies course is taught by Prof. M. Singh.
Course Data,Masters,MS-CC4599,M.Phil Management Studies,"The course M.Phil Management Studies comes under which type: UG, Masters, or PhD?",M.Phil Management Studies is a Masters level course.
Admission Data,Masters,MS-CC4599,M.Phil Management Studies,How do I apply for the M.Phil Management Studies course?,"To apply for M.Phil Management Studies, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,Masters,MS-CC4599,M.Phil Management Studies,Is the M.Phil Management Studies course offered full-time or part-time?,The M.Phil Management Studies is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-6D8583,PhD Computer Science,What documents are required to apply for the PhD Computer Science course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-6D8583,PhD Computer Science,What is the fee for the PhD Computer Science course?,The fee for PhD Computer Science is GBP 17542 per year.
Course Data,PhD,PHD-6D8583,PhD Computer Science,What is the start date and end date for the PhD Computer Science course?,The PhD Computer Science starts on 2024-08-15 and ends on 2027-08-15.
Course Data,PhD,PHD-6D8583,PhD Computer Science,What are the modules present in the PhD Computer Science course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-6D8583,PhD Computer Science,What is the course id of the PhD Computer Science course?,The course id for PhD Computer Science is PHD-6D8583.
Course Data,PhD,PHD-6D8583,PhD Computer Science,Who is the course instructor for the PhD Computer Science course?,The PhD Computer Science course is taught by Dr. E. Santos.
Course Data,PhD,PHD-6D8583,PhD Computer Science,"The course PhD Computer Science comes under which type: UG, Masters, or PhD?",PhD Computer Science is a PhD level course.
Admission Data,PhD,PHD-6D8583,PhD Computer Science,How do I apply for the PhD Computer Science course?,"To apply for PhD Computer Science, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,PhD,PHD-6D8583,PhD Computer Science,Is the PhD Computer Science course offered full-time or part-time?,The PhD Computer Science is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-77C672,PhD Mechanical Engineering,What documents are required to apply for the PhD Mechanical Engineering course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-77C672,PhD Mechanical Engineering,What is the fee for the PhD Mechanical Engineering course?,The fee for PhD Mechanical Engineering is GBP 19491 per year.
Course Data,PhD,PHD-77C672,PhD Mechanical Engineering,What is the start date and end date for the PhD Mechanical Engineering course?,The PhD Mechanical Engineering starts on 2024-09-15 and ends on 2027-09-15.
Course Data,PhD,PHD-77C672,PhD Mechanical Engineering,What are the modules present in the PhD Mechanical Engineering course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-77C672,PhD Mechanical Engineering,What is the course id of the PhD Mechanical Engineering course?,The course id for PhD Mechanical Engineering is PHD-77C672.
Course Data,PhD,PHD-77C672,PhD Mechanical Engineering,Who is the course instructor for the PhD Mechanical Engineering course?,The PhD Mechanical Engineering course is taught by Dr. R. Gupta.
Course Data,PhD,PHD-77C672,PhD Mechanical Engineering,"The course PhD Mechanical Engineering comes under which type: UG, Masters, or PhD?",PhD Mechanical Engineering is a PhD level course.
Admission Data,PhD,PHD-77C672,PhD Mechanical Engineering,How do I apply for the PhD Mechanical Engineering course?,"To apply for PhD Mechanical Engineering, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,PhD,PHD-77C672,PhD Mechanical Engineering,Is the PhD Mechanical Engineering course offered full-time or part-time?,The PhD Mechanical Engineering is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-0F792F,PhD Marine Sciences,What documents are required to apply for the PhD Marine Sciences course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-0F792F,PhD Marine Sciences,What is the fee for the PhD Marine Sciences course?,The fee for PhD Marine Sciences is GBP 14169 per year.
Course Data,PhD,PHD-0F792F,PhD Marine Sciences,What is the start date and end date for the PhD Marine Sciences course?,The PhD Marine Sciences starts on 2024-07-01 and ends on 2027-07-01.
Course Data,PhD,PHD-0F792F,PhD Marine Sciences,What are the modules present in the PhD Marine Sciences course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-0F792F,PhD Marine Sciences,What is the course id of the PhD Marine Sciences course?,The course id for PhD Marine Sciences is PHD-0F792F.
Course Data,PhD,PHD-0F792F,PhD Marine Sciences,Who is the course instructor for the PhD Marine Sciences course?,The PhD Marine Sciences course is taught by Prof. C. Nair.
Course Data,PhD,PHD-0F792F,PhD Marine Sciences,"The course PhD Marine Sciences comes under which type: UG, Masters, or PhD?",PhD Marine Sciences is a PhD level course.
Admission Data,PhD,PHD-0F792F,PhD Marine Sciences,How do I apply for the PhD Marine Sciences course?,"To apply for PhD Marine Sciences, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,PhD,PHD-0F792F,PhD Marine Sciences,Is the PhD Marine Sciences course offered full-time or part-time?,The PhD Marine Sciences is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-57354B,PhD Biotechnology,What documents are required to apply for the PhD Biotechnology course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-57354B,PhD Biotechnology,What is the fee for the PhD Biotechnology course?,The fee for PhD Biotechnology is GBP 16598 per year.
Course Data,PhD,PHD-57354B,PhD Biotechnology,What is the start date and end date for the PhD Biotechnology course?,The PhD Biotechnology starts on 2024-09-15 and ends on 2027-09-15.
Course Data,PhD,PHD-57354B,PhD Biotechnology,What are the modules present in the PhD Biotechnology course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-57354B,PhD Biotechnology,What is the course id of the PhD Biotechnology course?,The course id for PhD Biotechnology is PHD-57354B.
Course Data,PhD,PHD-57354B,PhD Biotechnology,Who is the course instructor for the PhD Biotechnology course?,The PhD Biotechnology course is taught by Prof. C. Nair.
Course Data,PhD,PHD-57354B,PhD Biotechnology,"The course PhD Biotechnology comes under which type: UG, Masters, or PhD?",PhD Biotechnology is a PhD level course.
Admission Data,PhD,PHD-57354B,PhD Biotechnology,How do I apply for the PhD Biotechnology course?,"To apply for PhD Biotechnology, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,PhD,PHD-57354B,PhD Biotechnology,Is the PhD Biotechnology course offered full-time or part-time?,The PhD Biotechnology is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-B1C548,PhD Economics,What documents are required to apply for the PhD Economics course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-B1C548,PhD Economics,What is the fee for the PhD Economics course?,The fee for PhD Economics is GBP 16788 per year.
Course Data,PhD,PHD-B1C548,PhD Economics,What is the start date and end date for the PhD Economics course?,The PhD Economics starts on 2024-08-15 and ends on 2027-08-15.
Course Data,PhD,PHD-B1C548,PhD Economics,What are the modules present in the PhD Economics course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-B1C548,PhD Economics,What is the course id of the PhD Economics course?,The course id for PhD Economics is PHD-B1C548.
Course Data,PhD,PHD-B1C548,PhD Economics,Who is the course instructor for the PhD Economics course?,The PhD Economics course is taught by Dr. P. Rao.
Course Data,PhD,PHD-B1C548,PhD Economics,"The course PhD Economics comes under which type: UG, Masters, or PhD?",PhD Economics is a PhD level course.
Admission Data,PhD,PHD-B1C548,PhD Economics,How do I apply for the PhD Economics course?,"To apply for PhD Economics, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,PhD,PHD-B1C548,PhD Economics,Is the PhD Economics course offered full-time or part-time?,The PhD Economics is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-AD36F6,PhD Physics,What documents are required to apply for the PhD Physics course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-AD36F6,PhD Physics,What is the fee for the PhD Physics course?,The fee for PhD Physics is GBP 13796 per year.
Course Data,PhD,PHD-AD36F6,PhD Physics,What is the start date and end date for the PhD Physics course?,The PhD Physics starts on 2024-07-15 and ends on 2027-07-15.
Course Data,PhD,PHD-AD36F6,PhD Physics,What are the modules present in the PhD Physics course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-AD36F6,PhD Physics,What is the course id of the PhD Physics course?,The course id for PhD Physics is PHD-AD36F6.
Course Data,PhD,PHD-AD36F6,PhD Physics,Who is the course instructor for the PhD Physics course?,The PhD Physics course is taught by Prof. S. Sharma.
Course Data,PhD,PHD-AD36F6,PhD Physics,"The course PhD Physics comes under which type: UG, Masters, or PhD?",PhD Physics is a PhD level course.
Admission Data,PhD,PHD-AD36F6,PhD Physics,How do I apply for the PhD Physics course?,"To apply for PhD Physics, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,PhD,PHD-AD36F6,PhD Physics,Is the PhD Physics course offered full-time or part-time?,The PhD Physics is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-68CB6F,PhD Management,What documents are required to apply for the PhD Management course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-68CB6F,PhD Management,What is the fee for the PhD Management course?,The fee for PhD Management is GBP 18191 per year.
Course Data,PhD,PHD-68CB6F,PhD Management,What is the start date and end date for the PhD Management course?,The PhD Management starts on 2024-07-01 and ends on 2027-07-01.
Course Data,PhD,PHD-68CB6F,PhD Management,What are the modules present in the PhD Management course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-68CB6F,PhD Management,What is the course id of the PhD Management course?,The course id for PhD Management is PHD-68CB6F.
Course Data,PhD,PHD-68CB6F,PhD Management,Who is the course instructor for the PhD Management course?,The PhD Management course is taught by Dr. R. Gupta.
Course Data,PhD,PHD-68CB6F,PhD Management,"The course PhD Management comes under which type: UG, Masters, or PhD?",PhD Management is a PhD level course.
Admission Data,PhD,PHD-68CB6F,PhD Management,How do I apply for the PhD Management course?,"To apply for PhD Management, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,PhD,PHD-68CB6F,PhD Management,Is the PhD Management course offered full-time or part-time?,The PhD Management is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-8C8722,PhD Environmental Science,What documents are required to apply for the PhD Environmental Science course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-8C8722,PhD Environmental Science,What is the fee for the PhD Environmental Science course?,The fee for PhD Environmental Science is GBP 17140 per year.
Course Data,PhD,PHD-8C8722,PhD Environmental Science,What is the start date and end date for the PhD Environmental Science course?,The PhD Environmental Science starts on 2024-07-15 and ends on 2027-07-15.
Course Data,PhD,PHD-8C8722,PhD Environmental Science,What are the modules present in the PhD Environmental Science course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-8C8722,PhD Environmental Science,What is the course id of the PhD Environmental Science course?,The course id for PhD Environmental Science is PHD-8C8722.
Course Data,PhD,PHD-8C8722,PhD Environmental Science,Who is the course instructor for the PhD Environmental Science course?,The PhD Environmental Science course is taught by Dr. T. Mehta.
Course Data,PhD,PHD-8C8722,PhD Environmental Science,"The course PhD Environmental Science comes under which type: UG, Masters, or PhD?",PhD Environmental Science is a PhD level course.
Admission Data,PhD,PHD-8C8722,PhD Environmental Science,How do I apply for the PhD Environmental Science course?,"To apply for PhD Environmental Science, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
Course Data,PhD,PHD-8C8722,PhD Environmental Science,Is the PhD Environmental Science course offered full-time or part-time?,The PhD Environmental Science is typically offered full-time; part-time options depend on department policy.
Admission Data,PhD,PHD-CAFB7A,PhD Mathematics,What documents are required to apply for the PhD Mathematics course?,Documents required: Master's degree certificate; Research proposal; Two reference letters; Passport-size photos; Valid ID proof.
Fees Data,PhD,PHD-CAFB7A,PhD Mathematics,What is the fee for the PhD Mathematics course?,The fee for PhD Mathematics is GBP 12520 per year.
Course Data,PhD,PHD-CAFB7A,PhD Mathematics,What is the start date and end date for the PhD Mathematics course?,The PhD Mathematics starts on 2024-08-15 and ends on 2027-08-15.
Course Data,PhD,PHD-CAFB7A,PhD Mathematics,What are the modules present in the PhD Mathematics course?,Modules: Research Methodology; Advanced Seminar; Thesis Work; Publication Workshop.
Course Data,PhD,PHD-CAFB7A,PhD Mathematics,What is the course id of the PhD Mathematics course?,The course id for PhD Mathematics is PHD-CAFB7A.
Course Data,PhD,PHD-CAFB7A,PhD Mathematics,Who is the course instructor for the PhD Mathematics course?,The PhD Mathematics course is taught by Dr. T. Mehta.
Course Data,PhD,PHD-CAFB7A,PhD Mathematics,"The course PhD Mathematics comes under which type: UG, Masters, or PhD?",PhD Mathematics is a PhD level course.
Admission Data,PhD,PHD-CAFB7A,PhD Mathematics,How do I apply for the PhD Mathematics course?,"To apply for PhD Mathematics, fill the online application form, upload required documents, and pay the application fee. Further steps may include interview or entrance test."
